HDI,SL_UEM_TOTL_MA_ZS,SP_ADO_TFRT,SL_UEM_TOTL_FE_ZS,SL_TLF_ACTI_ZS,SP_DYN_LE00_MA_IN,SL_TLF_ACTI_1524_MA_ZS,SL_TLF_CACT_FE_ZS,SP_DYN_LE00_FE_IN,SL_EMP_VULN_FE_ZS,SL_TLF_CACT_MA_ZS
0.75,16.168,4.817,25.464,50.075,68.962,25.838,32.29,73.498,7.79362082552622,61.5
0.755,15.982,5.062,25.209,50.177,69.145,25.683,32.677,73.529,7.55967215179624,61.589
0.758,15.844,5.234,25.019,50.272,69.46,25.516,33.031,73.906,7.31865864730881,61.667
0.764,15.622,5.481,24.719,50.359,69.545,25.341,33.342,73.991,7.08478325484717,61.735
0.768,15.682,5.441,24.789,50.401,69.658,25.149,33.548,74.093,6.92794670510548,61.726
0.771,15.646,5.453,24.74,50.434,69.819,24.941,33.674,74.202,6.90919606927719,61.641
0.773,15.804,5.394,24.942,50.458,70.07,24.739,33.765,74.794,6.77661279920396,61.552
0.772,15.949,5.389,25.128,50.471,70.186,24.539,33.84,74.842,7.06939879799173,61.467
0.774,15.96,5.986,25.14,50.485,70.182,24.339,33.91,74.883,7.03889458241496,61.386
0.734,16.152,6.572,25.386,50.704,66.833,24.079,33.902,73.859,7.84366485526336,61.302
0.777,15.833,6.997,24.977,50.954,69.774,23.811,33.895,75.069,7.23850340546685,61.223
0.766,16.153,7.573,25.386,50.896,69.983,23.63,33.896,74.999,7.57415222885826,61.164
0.75,16.131,7.663,25.356,50.859,68.237,23.466,33.896,75.301,8.40223700295507,61.112
0.749,16.412,7.616,25.713,50.851,68.5,23.319,33.899,75.369,9.11147445941414,61.067
0.746,16.161,7.506,25.389,50.874,68.501,23.156,33.969,75.474,9.38587737469172,61.02
0.761,15.736,7.347,24.84,50.885,69.63,22.988,34.047,75.674,8.872007308862,60.958
0.764,15.606,7.152,24.67,50.878,70.017,22.816,34.133,75.877,8.61577325703787,60.885
0.756,15.729,7.054,24.826,50.869,69.496,22.652,34.234,75.766,8.79090975575326,60.818
0.737,16.505,7.011,25.494,49.121,69.867,21.348,33.001,75.348,8.82532898005288,58.829
0.746,16.438,6.93,25.548,49.512,69.63,21.518,33.523,74.396,8.80725422085791,59.078
0.735,1.114,46.223,1.085,75.752,65.13,53.08,59.227,75.86,11.3721689121515,74.266
0.72,1.215,47.996,1.184,75.265,64.81,53.11,58.395,75.93,11.9645306265405,73.736
0.702,13.976,43.297,13.61,74.776,63.13,53.14,57.591,74.98,12.4801343216969,73.141
0.697,13.976,40.749,13.609,74.278,62.54,53.17,56.823,74.82,13.2734355671722,72.552
0.704,17.762,39.713,17.299,73.777,63.26,53.2,56.07,75.04,13.5274133099325,71.945
0.717,16.607,36.66,16.176,73.252,64.63,53.23,55.3,75.86,13.7116437536057,71.278
0.732,14.307,32.632,13.937,72.68,65.47,53.26,54.49,76.62,13.8707318157268,70.545
0.744,15.396,29.333,11.872,72.072,66.0,53.29,53.663,76.7,14.4631952108625,69.747
0.753,14.668,26.019,12.075,72.412,66.4,48.4,55.351,77.0,15.8388732218325,68.065
0.769,18.227,23.705,13.623,71.035,66.8,41.77,54.935,77.5,15.6343299553767,66.1
0.779,19.527,20.564,14.112,69.968,66.0,38.01,53.264,77.6,14.4893590683326,64.922
0.791,13.227,20.133,12.787,69.611,66.2,35.98,52.122,77.6,16.4170403335469,64.662
0.805,12.544,20.417,13.194,72.049,66.5,35.68,54.761,77.9,16.6158061316076,65.77
0.813,10.309,19.776,11.059,69.154,66.4,32.01,51.304,77.8,14.5318559713504,63.331
0.821,8.117,19.729,8.527,68.463,65.4,29.64,50.574,77.4,13.6110576497577,62.27
0.828,5.95,20.234,5.61,67.292,65.3,29.14,49.975,77.1,13.5206107972693,60.672
0.835,4.17,19.37,4.33,67.708,64.9,31.64,49.926,77.2,10.5595053668253,61.363
0.843,6.024,18.993,5.634,68.291,66.3,34.6,50.27,77.6,7.94568657306065,61.68
0.843,17.118,16.594,10.543,69.501,67.5,32.66,51.712,78.6,8.07766401744001,61.439
0.846,21.197,14.37,14.525,70.174,68.0,31.32,52.061,78.8,7.64291778147593,61.419
0.853,17.91,14.959,12.91,71.39,68.1,32.06,52.588,79.3,7.41727201786075,62.851
0.855,15.191,15.209,11.563,71.906,68.4,32.37,53.085,79.6,7.6519920819409,63.079
0.858,13.057,14.609,10.477,72.583,68.5,35.78,52.77,79.6,8.43769544517361,63.993
0.864,12.175,14.045,9.216,73.938,69.2,38.59,53.667,80.1,8.92824099230745,64.963
0.865,10.09,14.238,8.152,74.376,69.2,36.72,54.194,79.7,8.68683634034686,64.838
0.87,9.083,13.486,6.638,75.703,69.5,38.68,55.398,80.1,8.12117529990759,66.039
0.878,8.471,12.459,5.661,76.169,70.7,37.79,55.674,80.5,7.87591798333426,66.492
0.882,6.884,11.603,5.405,77.468,70.9,38.76,56.354,80.7,7.72497028694323,67.606
0.886,7.022,10.588,5.492,78.09,71.6,38.91,57.033,81.2,7.22216238279345,67.617
0.88,9.271,10.368,7.691,78.538,70.1,38.86,57.08,80.1,7.41647177727374,68.403
0.875,7.606,10.377,6.607,78.202,69.9,38.15,56.957,79.0,8.30517585624328,67.447
0.802,1.129,13.491,2.118,61.544,72.0,56.266,35.848,79.1,10.743297423561,68.738
0.806,1.581,12.798,2.781,63.54,72.6,51.99,39.107,79.1,10.6617354014889,68.773
0.815,1.87,12.68,3.13,62.784,72.2,49.873,37.59,79.4,9.84919653893696,68.675
0.824,2.998,11.78,4.288,62.83,73.2,47.711,38.391,79.7,11.3890100657587,67.735
0.828,2.09,10.652,4.379,60.786,73.0,42.334,35.921,80.2,8.58986836039543,66.474
0.834,2.476,10.153,4.653,61.155,73.3,42.452,37.119,79.9,6.8379705400982,65.548
0.84,1.846,9.579,3.632,61.46,74.1,39.064,38.235,79.8,8.20605344200081,64.832
0.847,1.898,9.77,4.135,61.768,73.7,36.85,38.614,80.5,7.11733950721393,64.734
0.861,1.774,10.95,3.319,63.08,74.6,35.563,40.812,81.1,7.75492777342916,64.456
0.864,1.826,12.264,3.15,64.168,74.8,37.507,41.345,81.1,6.15905947441218,66.041
0.867,1.563,12.021,2.175,64.597,74.8,36.668,42.415,81.0,7.25009877518767,65.745
0.872,1.929,11.816,3.628,65.842,74.6,38.021,43.538,81.5,5.24471018788175,66.503
0.873,2.959,11.069,4.709,65.1,74.8,30.898,43.685,80.8,6.447101691001,65.118
0.881,3.675,11.155,7.081,66.132,76.0,29.428,45.438,82.4,4.74978478122544,64.95
0.882,3.503,11.047,5.825,66.851,76.7,31.927,46.366,82.3,5.18428802127862,65.103
0.882,3.567,10.384,6.28,67.017,76.8,31.52,46.939,81.9,5.02949322640831,64.796
0.885,3.566,9.733,4.731,67.172,76.7,31.114,47.515,82.2,4.47678539783803,64.49
0.898,4.315,8.543,6.023,67.322,78.1,30.708,48.09,83.1,5.21172283951289,64.18
0.908,4.351,7.498,6.118,69.298,78.1,34.752,49.917,83.3,5.29186563477688,66.636
0.912,3.792,7.353,5.093,68.75,77.9,26.642,49.775,83.5,4.81337527297498,65.823
0.913,3.835,6.746,6.252,68.493,78.5,26.223,50.261,83.6,5.71765167877478,65.064
0.917,4.527,6.445,5.906,69.877,79.1,28.691,51.893,83.8,6.14731742494984,65.703
0.922,5.423,5.806,6.384,70.61,79.8,29.644,52.506,83.9,6.06101402837987,66.34
0.927,5.917,5.622,5.767,71.461,79.4,29.356,53.447,85.2,6.11241718315879,66.759
0.914,6.104,5.393,7.345,71.596,80.0,35.981,54.569,84.7,6.40394907422797,65.411
0.922,6.008,4.92,6.628,70.678,80.1,30.262,53.527,85.4,6.14852515715538,64.3
0.918,5.539,4.602,5.499,70.947,79.9,32.383,54.979,84.4,5.85887845427301,63.64
0.921,5.334,4.466,5.884,71.831,80.1,33.793,55.804,84.6,5.5780288472323,63.944
0.925,5.645,4.306,5.525,72.76,80.2,37.578,55.837,85.2,5.77904303076755,65.44
0.921,6.597,4.298,6.967,72.941,79.9,33.494,57.018,84.5,5.76826951914425,64.559
0.927,4.922,4.304,5.623,74.063,80.7,35.996,58.146,84.9,6.80061508314509,65.667
0.431,5.76,145.675,5.906,87.712,56.29,74.361,84.079,58.493,82.7332394807186,88.957
0.438,5.727,145.084,5.877,87.761,56.984,74.275,84.117,58.919,82.076394995081,88.997
0.445,5.301,144.939,5.401,87.836,57.711,74.307,84.17,59.449,81.4893409067327,89.07
0.442,5.055,144.79,6.292,87.86,57.946,74.232,84.172,59.863,83.5975994396371,89.216
0.451,3.839,145.203,6.25,87.868,58.462,74.079,84.194,60.548,86.2523670381238,89.168
0.459,2.947,142.052,5.129,87.85,58.818,73.875,84.199,61.532,87.2669208145963,89.117
0.464,1.766,140.649,3.522,87.807,59.3,73.63,84.192,61.884,88.2355399097829,89.037
0.469,2.055,140.839,3.885,87.804,59.96,73.922,84.16,62.719,89.2248867242676,89.082
0.477,2.272,141.904,4.126,87.784,60.184,74.211,84.115,63.398,90.2067188979737,89.11
0.485,2.46,141.249,4.32,87.749,60.641,74.498,84.058,63.7,91.0836984801283,89.124
0.488,2.895,142.629,4.885,87.701,61.119,74.784,83.986,64.416,91.5621978306008,89.125
0.488,3.273,141.136,5.348,87.642,61.209,75.067,83.903,64.606,92.2850504117461,89.114
0.49,2.015,136.739,3.111,87.572,61.642,75.348,83.808,65.433,91.4402377595051,89.094
0.492,0.571,135.663,0.631,87.498,61.695,75.626,83.705,65.476,90.5384414727453,89.07
0.494,0.975,134.506,1.025,87.424,61.811,75.903,83.595,66.231,90.3924071788498,89.044
0.497,1.369,131.934,1.409,87.346,62.25,76.178,83.465,66.356,90.2159935724953,89.004
0.499,1.775,130.238,1.806,87.268,62.416,76.45,83.322,66.346,90.0308345916207,88.955
0.501,1.753,129.428,1.786,87.119,62.952,75.789,83.228,67.136,89.7738356152387,88.691
0.502,1.747,127.715,1.781,86.991,63.038,75.17,83.149,67.243,89.5776646897584,88.455
0.502,1.749,125.276,1.782,86.88,63.2,74.579,83.081,67.432,89.4243526433434,88.246
0.498,1.746,123.263,1.78,86.779,63.662,73.987,83.022,68.21,89.2730391064678,88.037
0.486,2.268,121.319,2.15,85.923,62.891,73.284,82.087,67.612,89.2449841874445,87.246
0.484,2.284,119.429,2.207,86.202,62.234,72.95,82.677,66.87,88.981970335928,87.285
0.303,4.001,157.229,5.725,80.358,41.177,66.391,78.446,45.529,73.2526671299853,82.491
0.31,4.188,155.105,5.965,80.326,41.284,66.447,78.438,45.619,72.8024110689986,82.525
0.316,4.103,150.418,5.856,80.35,41.182,66.452,78.451,45.682,72.8331185114012,82.469
0.317,4.541,149.36,6.416,80.28,41.33,66.303,78.459,45.881,72.8641532290976,82.432
0.362,4.001,148.531,5.725,80.366,41.343,66.657,78.44,46.035,73.0436246623873,82.494
0.365,4.055,148.049,5.795,80.458,41.307,67.274,78.382,45.662,72.857753811826,82.704
0.367,3.781,151.515,5.44,80.54,41.098,67.899,78.32,45.253,72.7035694044307,82.936
0.369,4.038,152.456,5.774,80.623,40.865,68.525,78.259,44.925,72.2940412831963,83.171
0.376,4.129,153.968,5.891,80.68,41.696,68.977,78.218,45.517,71.8201390213342,83.352
0.378,4.175,154.573,5.951,80.694,42.781,69.159,78.202,46.307,71.2091457755984,83.442
0.386,4.376,153.935,6.207,80.71,44.186,69.52,78.164,47.645,70.2844842714366,83.626
0.394,4.406,154.382,6.246,80.727,45.532,69.68,78.151,48.942,69.8876564567009,83.707
0.402,4.308,155.754,6.121,80.741,47.161,69.693,78.154,50.433,69.8416267343018,83.717
0.41,4.077,156.652,5.824,80.751,48.769,69.669,78.159,52.143,69.7299573702072,83.712
0.417,4.043,159.082,5.779,80.758,50.139,69.676,78.161,53.962,69.4619333600717,83.726
0.426,4.066,156.278,5.809,79.712,51.232,68.361,76.754,55.253,69.0464115364852,82.933
0.433,3.981,151.849,5.7,78.631,51.967,67.023,75.284,55.922,69.0349594233492,82.107
0.442,3.895,147.056,5.59,77.509,52.82,65.672,73.751,56.356,68.6759714476275,81.248
0.452,3.828,143.912,5.503,76.34,53.551,64.308,72.155,57.317,68.7252387956062,80.353
0.461,3.885,142.439,5.578,75.123,54.331,62.921,70.498,58.41,68.5905682606766,79.425
0.469,3.945,140.058,5.656,73.859,55.084,61.512,68.784,59.834,68.2200048603025,78.461
0.476,4.079,138.59,5.829,72.989,56.116,60.623,67.916,61.262,67.835112084001,77.495
0.484,4.114,135.996,5.875,72.097,56.868,59.725,67.037,62.633,67.570126271617,76.5
0.493,4.095,133.683,5.85,71.181,57.577,58.817,66.148,64.34,67.3362443906298,75.479
0.498,4.074,131.928,5.823,70.243,58.187,57.901,65.249,64.659,66.962987318945,74.43
0.501,4.132,127.51,5.897,69.281,58.86,56.975,64.34,65.671,66.6374234070105,73.355
0.506,4.167,125.79,5.943,68.299,59.449,56.04,63.422,66.644,66.3894116437317,72.253
0.509,4.134,123.64,5.9,68.716,59.724,57.666,63.558,66.96,66.1402198338357,72.952
0.514,4.071,121.406,5.819,69.122,60.402,59.156,63.706,67.968,65.8697814473632,73.61
0.512,4.875,119.484,6.65,68.973,60.014,60.933,63.157,67.597,65.9882602329856,73.905
0.509,4.863,117.865,6.702,68.979,59.493,61.047,63.358,66.469,65.8529852241837,73.781
0.657,3.302,19.329,4.427,63.62,69.368,55.364,43.367,73.671,28.209490194757,79.333
0.665,3.313,19.064,4.442,63.581,69.351,54.761,43.372,73.875,27.9256335885898,79.227
0.671,3.67,18.422,4.919,63.523,69.709,54.055,43.407,74.092,27.7134993443799,79.054
0.679,3.249,18.055,4.355,63.495,70.027,53.409,43.476,74.442,26.9617408188922,78.904
0.686,2.811,16.597,3.768,63.48,70.219,52.705,43.59,74.692,26.197772568441,78.735
0.696,2.474,16.109,2.604,63.477,70.147,51.987,43.743,74.65,27.1972832780416,78.556
0.707,2.236,15.07,2.835,63.498,70.074,51.523,43.866,74.64,25.1151683203221,78.461
0.71,3.14,13.987,3.31,63.625,69.943,52.57,43.647,74.542,24.0544192776072,78.906
0.715,3.505,12.448,3.294,63.648,70.047,52.209,43.737,74.664,23.55008150465,78.845
0.726,2.968,12.106,3.058,63.626,70.57,51.574,43.859,75.11,22.731353601865,78.579
0.726,3.389,14.452,3.788,63.609,71.158,51.747,43.732,75.66,22.0875064606816,78.481
0.725,3.317,13.842,3.778,63.533,71.403,51.42,43.704,75.857,21.7233134088663,78.173
0.73,3.596,13.424,3.636,63.436,71.563,51.046,43.676,76.194,21.3828893357745,77.837
0.731,3.396,13.226,3.805,63.326,71.695,50.572,43.675,76.276,22.0104454198149,77.477
0.728,3.435,12.883,3.705,63.227,71.935,50.238,43.639,76.437,20.1605810005356,77.197
0.732,3.281,12.349,3.391,63.151,72.078,49.88,43.623,76.432,20.3639232891549,76.954
0.744,3.114,12.182,3.445,63.115,72.144,49.45,43.654,76.474,21.3891378889645,76.747
0.754,3.144,13.559,3.651,62.606,72.148,49.1,43.028,76.576,19.7644955900337,76.304
0.761,3.605,14.198,3.763,62.953,71.953,48.01,43.612,76.79,20.1908058602882,76.258
0.768,3.288,13.932,3.58,62.974,72.091,47.6,43.51,77.124,19.8079855322597,76.32
0.771,2.904,14.129,3.314,64.332,72.341,49.35,45.189,77.485,18.5074618254378,77.15
0.777,3.03,13.298,3.224,65.532,72.595,50.11,46.588,77.598,21.3726140358273,77.929
0.782,2.963,13.825,3.491,67.233,72.735,50.36,49.311,77.618,23.380582686627,78.329
0.787,2.671,13.434,3.221,67.627,72.883,49.69,50.28,77.677,23.4127614710149,78.007
0.792,2.921,12.274,3.391,67.943,72.75,48.8,50.653,77.728,25.3491648959555,78.087
0.798,3.136,10.94,3.928,67.918,72.927,48.5,50.814,77.938,25.0910491739895,77.737
0.8,3.15,10.054,3.824,68.153,73.099,48.42,51.165,78.139,25.0667731687667,77.656
0.802,3.091,9.536,3.631,68.712,73.293,49.89,51.58,78.267,24.9099208426689,78.069
0.805,3.171,9.353,3.401,69.355,73.465,53.17,51.972,78.306,24.788853788391,78.637
0.802,4.451,9.315,4.681,69.253,73.648,50.15,51.664,78.472,24.7876951200782,78.33
0.798,3.991,9.271,4.226,69.775,72.659,50.418,52.328,77.362,24.6515600300876,78.566
0.588,0.598,73.484,1.327,52.057,66.723,52.681,27.897,68.435,61.4762006861063,73.406
0.599,0.799,59.967,1.619,52.788,68.091,51.763,29.676,69.451,60.4821037253469,73.077
0.606,0.999,52.309,1.907,53.522,68.582,50.81,31.495,70.019,59.3579568128408,72.683
0.611,1.197,46.714,2.191,54.255,68.955,49.845,33.361,70.323,58.0843407593094,72.254
0.625,1.392,38.421,2.472,54.985,69.374,48.86,35.268,70.975,56.8306817762357,71.795
0.635,1.587,31.1,2.752,55.708,70.16,47.857,37.219,71.763,55.5102865416344,71.326
0.639,2.584,27.672,4.004,55.486,71.388,47.692,37.228,73.175,54.5947358108549,70.785
0.642,3.579,21.535,5.251,55.268,72.554,47.523,37.237,74.209,53.5526399188693,70.243
0.655,4.57,17.584,6.491,55.054,73.183,47.347,37.244,75.184,52.4858304583539,69.695
0.656,5.56,16.824,7.73,54.841,72.635,47.163,37.25,74.746,50.9488263333034,69.144
0.655,6.57,15.51,8.99,54.627,73.588,46.966,37.253,76.307,51.0785689231849,68.588
0.67,7.58,14.869,10.252,54.387,73.985,46.667,37.145,76.652,49.2722897089159,67.827
0.67,8.584,14.755,11.513,54.114,74.614,46.284,36.912,77.091,47.3328812793129,66.844
0.682,9.576,16.586,12.763,53.832,75.551,45.912,36.672,77.829,45.9958645355985,65.853
0.684,10.614,18.485,14.06,53.551,76.099,45.562,36.458,78.324,45.1311743358173,64.915
0.692,9.979,18.152,12.807,54.551,76.769,46.792,36.964,78.795,42.7279874213837,65.683
0.701,9.337,17.201,11.546,55.545,77.291,48.014,37.494,79.188,40.8783951536819,66.463
0.708,8.681,15.803,10.27,56.535,77.947,49.247,38.047,79.611,39.120190381942,67.252
0.715,8.023,14.579,8.995,57.521,78.245,50.507,38.62,80.103,37.3712032971956,68.048
0.723,7.358,13.638,7.716,58.512,78.662,51.842,39.264,80.406,35.5410937335993,68.937
0.728,6.684,12.304,6.439,59.506,78.941,53.245,39.974,80.675,33.9497300027194,69.91
0.734,6.007,11.234,5.172,60.498,79.146,54.661,40.695,80.814,32.7094040212785,70.872
0.74,5.625,10.086,4.712,62.391,79.102,56.108,41.595,81.058,32.6517873711558,73.098
0.747,5.233,8.979,4.247,64.265,79.21,58.291,41.922,81.074,32.0637775173012,75.68
0.753,4.843,8.02,3.784,66.131,79.323,60.993,41.886,81.162,31.9205359635247,78.488
0.737,5.919,7.62,4.264,62.097,78.85,55.731,39.255,81.273,32.1723279243502,73.703
0.753,5.461,7.291,4.176,64.33,79.082,56.581,40.669,81.019,32.2770351619177,76.168
0.244,1.426,176.242,1.305,72.312,46.844,63.177,60.4,47.58,95.2222237620744,80.079
0.248,1.571,177.258,1.412,72.273,47.088,63.202,60.39,47.895,95.1282696468622,80.095
0.255,1.462,177.397,1.332,72.25,47.136,63.189,60.387,48.327,95.0794156994177,80.077
0.262,1.625,179.782,1.451,72.21,47.163,63.085,60.393,48.318,95.055991008389,80.023
0.268,1.541,173.761,1.39,72.135,47.45,62.858,60.407,48.169,94.9470741475124,79.928
0.275,1.467,172.602,1.335,72.146,47.659,63.076,60.386,47.906,94.9236443009367,79.987
0.286,1.449,176.36,1.322,72.118,48.306,63.092,60.38,48.74,94.8448222945184,79.974
0.297,1.337,179.363,1.236,72.085,48.963,63.019,60.384,49.348,94.7882496852295,79.92
0.308,1.362,183.932,1.256,72.038,49.669,62.915,60.389,49.905,94.6715580366852,79.86
0.315,1.451,182.216,1.324,71.968,50.37,62.801,60.391,50.689,94.4196737624259,79.815
0.327,1.321,181.213,1.224,72.011,50.954,63.067,60.371,51.602,94.4635684505305,79.874
0.336,1.366,180.392,1.259,71.997,51.663,63.218,60.355,52.776,94.2239402946942,79.927
0.348,1.23,179.733,1.153,72.012,52.208,63.396,60.342,53.579,94.1680124209332,79.977
0.355,1.457,182.761,1.328,71.995,52.74,63.485,60.333,54.346,93.8520247809231,80.016
0.364,1.4,185.335,1.285,72.005,53.166,63.579,60.326,54.851,93.6126624775773,80.044
0.373,1.487,180.172,1.35,72.071,53.756,64.028,60.289,55.487,93.3666397525454,80.215
0.381,1.455,175.862,1.326,72.117,54.15,64.354,60.26,55.74,92.9781360139587,80.342
0.39,1.494,171.713,1.356,72.157,54.492,64.605,60.239,56.097,92.6221606354051,80.437
0.398,1.497,171.787,1.358,72.183,55.01,64.784,60.224,56.753,92.2115566572504,80.503
0.406,1.468,172.594,1.336,72.196,55.453,64.888,60.216,57.328,91.8487163221939,80.538
0.411,1.504,172.163,1.363,72.255,55.808,65.362,60.177,57.723,91.4487422096933,80.722
0.407,1.629,169.882,1.454,72.279,56.101,65.633,60.152,58.08,90.763277955468,80.839
0.404,1.704,167.138,1.508,72.295,56.281,65.789,60.138,58.463,90.3417884176473,80.902
0.41,1.623,164.289,1.45,72.306,56.858,65.874,60.134,58.969,90.0418310634683,80.922
0.409,1.484,163.29,1.348,72.477,57.288,62.675,61.207,59.468,89.5707179642382,79.749
0.407,1.421,160.779,1.301,71.77,57.777,63.374,59.546,59.704,89.0343648472402,80.001
0.413,1.543,159.102,1.428,71.049,58.059,64.079,57.87,60.235,88.431981554798,80.249
0.417,1.664,156.631,1.555,70.02,58.14,62.691,55.616,60.694,87.8797370246196,80.714
0.421,2.314,153.834,2.394,68.975,58.523,61.171,53.381,60.841,90.5575607690304,81.128
0.407,3.522,152.159,3.542,67.341,57.385,59.519,50.625,59.94,92.8983739746765,80.948
0.408,2.453,150.062,2.418,67.387,57.618,59.334,50.812,60.331,92.9923125022729,80.959
0.73,6.307,10.748,6.604,57.211,73.154,66.698,26.691,77.667,4.10327212481016,73.628
0.734,6.298,11.955,6.595,57.43,73.222,66.151,27.184,77.435,4.07966333395877,73.28
0.745,6.289,11.747,6.586,57.601,73.973,65.061,27.713,79.357,4.06202114120978,72.803
0.748,6.28,10.773,6.578,57.675,74.734,64.405,27.949,78.354,4.0376303076532,72.383
0.755,6.272,10.615,6.57,57.829,74.9,64.174,28.152,79.8,4.01714513556619,72.091
0.754,6.263,14.709,6.562,58.261,75.0,63.949,28.704,79.8,3.98552472858866,71.977
0.763,6.254,16.79,6.553,58.494,75.3,62.36,29.284,80.3,4.00205353184141,71.494
0.772,6.246,18.633,6.545,58.554,75.1,62.386,29.387,80.2,4.03229505940639,71.192
0.776,6.237,15.732,6.537,58.624,75.5,61.777,29.686,79.6,4.1519157517365,70.699
0.779,6.229,19.869,6.529,58.073,76.3,59.9,29.283,80.5,3.87548219251816,69.758
0.793,6.708,18.301,8.07,58.793,76.6,67.97,28.871,81.2,4.29898860756603,71.113
0.798,6.27,15.355,8.313,58.727,76.3,62.55,30.094,81.3,5.19252449917613,69.483
0.812,6.423,16.927,9.915,58.573,76.4,62.85,29.667,80.8,6.18326517077485,69.364
0.826,6.934,20.437,8.266,56.998,77.4,60.2,27.346,81.2,3.88715609142964,68.873
0.834,6.273,20.183,8.364,57.545,77.3,55.79,29.414,81.4,4.54545454545455,67.508
0.832,6.111,17.485,8.321,57.709,77.0,56.83,29.675,82.0,4.35286189613781,67.435
0.84,5.778,16.985,7.897,58.665,77.5,57.52,31.526,82.2,5.59079163730326,66.893
0.844,5.572,18.606,6.783,59.029,77.1,55.27,32.51,82.3,5.01302567919613,65.893
0.849,6.509,19.212,7.629,59.425,77.9,54.62,32.939,82.7,5.18962442781771,65.582
0.862,6.702,17.938,7.133,60.589,79.3,53.62,33.714,83.6,5.28951652863312,66.118
0.857,5.974,17.618,7.135,62.185,78.6,55.67,35.042,83.0,5.46014230685125,66.399
0.865,5.6,16.102,7.223,64.266,78.6,54.37,38.213,83.0,5.71837243981862,65.873
0.874,6.091,13.639,6.141,66.675,79.6,56.55,40.426,84.0,5.87536012978658,66.956
0.881,6.109,13.031,5.091,68.231,79.9,53.44,42.095,84.3,6.08238547427736,67.608
0.887,5.372,12.385,5.392,69.187,79.8,53.68,42.822,84.1,6.18754416069445,67.809
0.887,4.382,13.123,5.174,70.96,80.6,54.41,44.536,84.4,6.22692796182654,68.286
0.896,3.835,12.277,4.256,72.517,80.2,54.54,46.103,84.6,6.40046322072022,68.961
0.903,3.767,12.223,3.498,74.926,80.4,55.7,48.684,84.6,6.60104583205168,70.159
0.905,3.355,11.384,4.016,75.937,81.2,56.7,50.253,84.6,6.8253704011986,70.657
0.901,4.244,11.429,4.504,77.058,80.3,55.57,51.982,84.5,6.64997945231068,70.634
0.912,3.602,11.484,3.081,78.058,81.3,49.01,53.181,84.5,6.82814710042433,71.539
0.401,8.854,113.232,12.966,47.221,58.524,41.244,25.464,61.322,75.8247820809887,67.855
0.41,8.926,108.76,13.063,47.167,58.871,40.902,25.761,61.623,75.7013594895951,67.42
0.421,8.67,108.123,12.712,47.129,59.046,40.514,26.061,61.684,75.5163005456835,66.984
0.432,8.801,105.233,12.89,47.059,58.903,40.006,26.366,61.748,75.3016475367121,66.552
