HDI,SL_UEM_TOTL_MA_ZS,SP_ADO_TFRT,SL_UEM_TOTL_FE_ZS,SL_TLF_ACTI_ZS,SP_DYN_LE00_MA_IN,SL_TLF_ACTI_1524_MA_ZS,SL_TLF_CACT_FE_ZS,SP_DYN_LE00_FE_IN,SL_EMP_VULN_FE_ZS,SL_TLF_CACT_MA_ZS
0.691,14.109,34.325,22.071,39.901,70.724,49.663,11.999,74.166,1.95313323912172,62.629
0.697,13.456,34.534,20.887,38.971,70.928,50.048,10.95,74.393,1.94602074087158,61.788
0.707,13.153,35.454,23.474,39.465,71.117,49.384,11.211,74.604,1.92010355614684,62.485
0.713,12.898,34.128,26.098,39.957,71.264,48.778,11.475,74.781,1.99590547414187,63.16
0.719,12.027,33.616,25.266,39.409,71.48,48.044,11.669,74.993,2.06944708944328,61.875
0.716,10.395,34.858,25.836,41.614,71.654,46.117,14.466,75.29,2.17710171830891,63.375
0.726,10.22,34.715,24.69,41.368,71.818,46.023,14.032,75.578,2.23415326395459,63.243
0.728,10.429,35.304,24.403,41.998,71.972,45.601,14.68,75.86,2.34008405235561,63.845
0.727,10.473,36.014,21.853,41.383,72.117,45.679,14.55,76.128,2.44461199396821,62.852
0.73,11.055,32.468,21.306,40.933,72.26,45.765,14.506,76.378,2.54827148570015,61.971
0.736,10.496,32.793,20.084,39.901,72.399,46.106,13.94,76.605,2.65389001140296,60.606
0.738,10.641,33.087,22.286,38.938,72.565,46.375,12.986,76.839,2.73332253953229,59.419
0.737,10.191,31.85,20.886,38.058,72.796,46.216,12.273,77.061,2.85951484069193,58.148
0.738,11.093,30.402,22.783,39.321,73.03,45.516,13.568,77.268,3.04556032205019,59.175
0.74,13.311,28.903,24.113,40.676,73.222,44.97,15.02,77.485,3.25639123487788,60.366
0.744,15.882,27.941,27.353,42.054,73.46,44.329,16.58,77.831,3.44794229376531,61.487
0.742,17.001,27.314,24.121,41.045,73.677,41.91,14.615,78.172,3.58310311808666,61.333
0.744,15.374,26.578,24.007,41.241,73.894,40.819,13.645,78.506,3.72530445004965,62.402
0.74,17.879,25.812,25.354,42.055,72.987,39.216,14.942,77.772,3.28313780423743,62.659
0.736,18.523,25.369,26.192,40.726,72.128,38.375,13.926,76.773,2.64049795506021,61.222
0.666,0.767,53.875,1.04,75.26,62.6,54.744,65.055,72.4,45.318061166985,76.136
0.663,0.852,53.888,1.155,75.548,62.4,55.263,65.188,72.3,45.7113226871644,76.306
0.659,0.946,54.747,1.282,75.965,60.1,56.102,65.447,70.8,45.9302621135075,76.618
0.652,6.422,54.299,8.708,76.481,59.7,57.108,65.835,70.3,45.8437835069148,77.058
0.652,9.349,52.054,12.677,76.801,58.0,57.616,66.074,69.4,46.1887046219385,77.317
0.656,11.031,45.251,14.959,76.795,58.0,57.474,66.012,69.7,46.5149865702931,77.252
0.662,11.069,40.886,15.013,76.705,58.4,57.266,65.908,69.9,46.6559416572411,77.141
0.666,11.167,37.909,15.148,76.678,59.0,57.361,65.926,70.4,46.5510920793962,77.161
0.672,11.444,34.058,15.524,76.539,60.6,57.147,65.814,70.9,46.1549667088116,77.038
0.68,10.838,32.28,14.704,76.275,60.2,56.392,65.519,71.2,45.2535314082921,76.703
0.695,8.864,28.982,12.028,76.019,60.5,55.271,65.179,71.3,44.3957792393648,76.287
0.706,7.511,26.587,11.182,75.938,60.7,54.392,64.972,71.6,42.6353672313136,76.011
0.717,7.203,26.024,10.376,76.263,60.5,53.742,65.07,71.5,41.1476299835113,75.709
0.729,7.01,25.805,9.811,76.451,60.6,52.79,64.818,72.0,38.4876233802579,75.659
0.739,6.729,26.482,9.543,76.141,60.3,52.038,64.625,71.8,37.3043018034681,75.003
0.75,6.388,28.091,9.195,76.452,60.6,51.283,65.025,72.0,35.4521185165376,75.042
0.757,5.892,30.012,8.623,77.178,60.7,50.534,65.871,72.3,34.2508046412593,75.598
0.757,5.317,31.186,7.93,77.824,61.9,49.791,66.736,72.4,33.8712329486276,76.174
0.76,5.575,30.82,7.519,77.503,63.55,49.957,66.521,73.25,33.049668196711,76.211
0.766,4.92,29.575,6.617,77.225,63.55,49.31,66.342,73.41,32.8116340691821,76.203
0.774,4.587,30.574,6.193,77.057,63.85,48.636,66.166,73.57,31.5397357688285,76.191
0.781,4.124,32.812,6.46,77.007,64.74,48.26,65.976,74.29,29.9238454634726,76.196
0.789,4.554,35.086,5.85,77.051,65.91,47.72,65.794,75.23,28.5087245586536,76.19
0.794,4.456,35.737,5.67,77.151,66.9,47.402,65.599,75.82,26.559588713054,76.196
0.799,4.367,31.948,5.501,77.291,67.49,47.472,65.383,76.26,24.8698278724123,76.227
0.797,4.419,28.343,5.511,77.444,67.99,47.554,65.166,76.61,24.5078233414625,76.256
0.802,4.392,24.787,5.42,77.605,68.72,47.229,64.97,76.92,24.169664341373,76.259
0.804,4.339,23.582,5.376,77.779,68.84,46.892,64.775,77.19,23.7779647739493,76.261
0.81,4.284,22.056,5.333,78.022,68.82,46.496,64.629,77.3,23.5812259174763,76.313
0.806,4.429,22.878,5.368,77.308,67.09,45.656,63.694,75.53,23.5738065367374,75.493
0.801,4.983,21.877,6.175,77.825,66.33,45.875,64.394,74.03,23.5517448550264,75.384
0.48,2.684,123.761,3.046,74.056,56.038,53.721,69.835,59.934,73.1398399084702,76.866
0.479,2.852,120.743,3.216,73.924,55.138,52.756,69.912,59.35,73.0900955794669,76.531
0.477,2.977,117.43,3.343,73.776,54.593,51.661,70.003,58.605,72.950960520947,76.146
0.48,2.937,115.827,3.302,73.632,54.311,50.553,70.098,58.195,72.7927486181814,75.749
0.481,2.77,114.684,3.134,73.499,53.767,49.5,70.191,57.425,72.7379100922308,75.366
0.483,2.656,116.479,3.018,73.398,53.326,48.692,70.264,56.955,72.7321999849214,75.071
0.484,2.72,114.78,3.083,73.313,53.053,48.068,70.32,56.534,72.651252854008,74.848
0.486,2.754,116.52,3.117,73.244,52.919,47.535,70.369,56.082,72.7303076879493,74.652
0.487,2.811,115.988,3.175,73.16,53.009,46.919,70.426,55.924,72.9476771661008,74.426
0.487,2.807,114.962,3.171,73.242,53.162,46.894,70.484,55.597,73.6893674584858,74.61
0.49,2.793,117.281,3.156,73.323,53.341,46.867,70.542,55.614,74.4108405243923,74.794
0.49,2.849,114.05,3.213,73.402,53.86,46.842,70.6,56.056,74.8904185148878,74.977
0.501,2.776,112.337,3.14,73.482,54.471,46.818,70.658,56.669,75.3313843071218,75.158
0.513,2.736,112.52,3.099,73.564,55.225,46.793,70.716,57.44,75.8006495232647,75.34
0.521,2.58,109.26,2.94,73.648,56.107,46.769,70.774,58.523,76.3203391159471,75.52
0.531,2.485,107.551,2.843,73.735,56.805,46.745,70.832,59.595,76.9186814440231,75.7
0.54,2.44,108.003,2.797,73.824,57.473,46.723,70.891,60.211,76.6449307920399,75.88
0.546,2.595,106.586,2.956,73.914,57.973,46.705,70.95,61.225,76.1647249932705,76.058
0.546,2.688,103.526,3.051,74.006,58.521,46.69,71.01,62.2,75.6549448388765,76.237
0.545,2.654,101.767,3.016,74.105,58.902,46.672,71.069,62.376,75.1749290420362,76.415
0.552,2.517,97.342,2.876,74.21,59.095,46.645,71.13,63.001,74.6117725528725,76.593
0.557,2.484,93.702,2.842,74.317,59.169,46.62,71.19,63.069,74.0815788732495,76.77
0.562,2.602,90.858,2.963,74.421,59.576,46.599,71.251,63.194,73.4583029887611,76.946
0.569,2.606,86.955,2.967,74.524,59.689,46.581,71.311,63.979,72.8324603672841,77.122
0.575,2.596,81.426,2.956,74.621,59.693,46.564,71.372,64.145,72.1882021092309,77.297
0.586,2.584,76.813,2.945,74.713,60.149,46.555,71.433,64.204,71.5226555357029,77.471
0.591,3.364,72.354,3.765,74.566,60.093,45.226,71.594,64.961,70.7482514426288,76.964
0.598,4.08,71.298,4.519,74.421,60.288,43.871,71.762,65.158,69.9663933425128,76.437
0.604,4.773,69.578,5.252,74.263,60.678,42.479,71.941,65.275,69.1673361875581,75.884
0.599,4.696,64.939,6.582,73.559,60.372,42.088,71.258,65.062,69.4842619196644,75.163
0.596,3.878,64.185,7.518,74.033,58.935,41.828,72.225,64.09,69.0105631816366,75.219
0.687,0.547,23.634,1.835,65.537,71.822,46.315,41.082,77.547,0.343946610427386,80.609
0.697,0.538,23.011,1.815,64.831,74.083,45.658,40.743,77.866,0.343606950545966,79.715
0.703,0.474,27.393,1.693,65.203,74.22,45.571,41.105,77.945,0.34125747876773,79.867
0.732,0.412,30.708,1.524,67.129,74.18,45.469,42.428,77.979,0.338330829180764,81.661
0.762,0.42,32.943,1.515,68.33,73.909,44.47,43.075,77.84,0.335989454110914,82.819
0.768,0.43,30.568,1.5,68.42,74.014,43.736,43.585,77.882,0.339441211671,82.457
0.766,0.432,25.477,1.487,67.92,74.163,43.004,43.679,78.363,0.341754372081982,81.457
0.772,0.431,21.391,1.482,67.487,74.503,42.276,43.781,78.551,0.345144307249451,80.575
0.774,0.432,19.326,1.476,67.209,74.833,41.551,43.936,78.698,0.350664452578855,79.922
0.78,0.491,18.084,1.688,67.148,75.213,40.83,44.181,78.881,0.353109178242244,79.577
0.779,0.492,17.741,1.678,67.34,75.448,40.112,44.541,78.94,0.356359196871958,79.579
0.785,0.672,17.514,2.318,67.782,75.574,39.399,45.029,78.973,0.350836945859571,79.916
0.796,0.78,18.085,2.774,68.441,75.497,38.69,45.632,79.11,0.336292301632986,80.538
0.8,1.011,17.589,3.673,69.222,75.205,38.239,45.935,79.087,0.317365753918346,81.594
0.8,0.854,16.735,3.155,69.576,75.306,37.79,46.099,79.187,0.301556251839286,82.239
0.8,0.767,16.183,2.78,69.333,75.215,37.342,46.04,79.282,0.210214239618675,82.297
0.802,0.957,15.467,2.966,69.114,75.396,36.898,46.061,79.302,0.146352402421897,82.364
0.806,1.055,14.837,3.577,69.147,75.553,36.455,46.281,79.36,0.102473333643859,82.663
0.808,1.004,13.923,3.272,69.413,75.87,36.014,46.694,79.589,0.0894821880033373,83.182
0.811,1.42,12.334,2.82,69.889,76.399,35.576,47.285,80.105,0.077560659381367,83.885
0.817,1.506,10.236,3.49,70.743,76.836,35.141,48.035,80.617,0.0663815036797978,84.855
0.821,1.514,8.968,4.108,71.741,77.15,34.707,48.792,81.072,0.0570335498386989,85.852
0.813,1.578,8.318,4.85,72.542,77.463,34.277,49.411,81.542,0.0491933024498628,86.619
0.816,1.746,7.908,5.861,73.147,77.806,33.848,49.667,81.772,0.0424970323802284,87.016
0.829,1.296,7.146,4.75,74.173,77.916,33.423,49.617,82.004,0.0363446625524029,87.331
0.832,0.934,6.652,5.793,74.608,78.175,33.0,49.447,82.203,0.0369233442414063,87.42
0.835,0.96,6.248,5.885,74.633,78.24,33.678,49.444,82.303,0.0376196019420232,87.432
0.836,0.964,5.85,5.941,74.794,78.232,33.747,49.046,82.281,0.0359683478538886,87.305
0.838,0.987,5.998,6.032,74.668,78.249,33.863,48.652,82.266,0.0432950609539913,87.058
0.826,1.814,5.934,8.518,71.285,75.35,31.571,46.065,80.023,0.0403012894546826,83.203
0.836,1.471,5.638,7.451,72.498,77.192,32.05,46.706,81.463,0.0394836356086782,84.803
0.631,0.955,56.149,1.054,73.915,64.6,63.886,60.466,72.7,53.0847113208566,80.535
0.62,1.05,58.134,1.159,75.019,64.2,64.926,61.744,72.2,52.8639239619586,81.516
0.607,1.168,65.185,1.289,76.23,62.9,65.868,63.205,71.7,52.91110282617,82.582
0.59,1.28,63.957,1.412,77.852,61.6,66.865,65.351,70.7,53.0142644204659,84.071
0.584,1.372,61.643,1.513,78.357,61.4,67.128,66.019,70.4,53.1612701717855,84.516
0.591,1.446,59.606,1.596,77.987,62.3,66.992,65.466,71.0,53.1126345627767,84.145
0.6,1.509,50.871,1.667,77.409,62.6,66.752,64.666,71.4,52.7312750107865,83.598
0.606,1.594,44.692,1.761,77.33,63.1,66.805,64.61,71.2,52.4501047215726,83.559
0.613,1.691,39.752,1.869,77.127,64.9,66.806,64.404,72.6,52.0764474556069,83.416
0.617,1.792,36.096,1.979,76.785,64.9,66.715,64.008,72.4,51.4893078919756,83.139
0.626,1.881,32.359,2.079,76.458,65.0,66.587,63.606,72.6,51.119008237706,82.855
0.627,1.98,31.728,2.188,76.507,64.4,66.67,63.695,72.1,50.6196558699361,82.919
0.635,2.071,29.212,2.289,76.102,64.5,66.421,63.164,72.2,51.7896742068469,82.541
0.638,2.162,28.117,2.389,75.702,64.3,66.144,62.658,72.2,49.9149079310161,82.172
0.64,2.255,27.567,2.492,75.747,64.2,66.203,62.768,71.9,48.0120043991277,82.249
0.646,2.355,28.622,2.602,75.538,63.5,66.089,62.585,72.1,46.9459128303868,82.111
0.652,2.446,30.151,2.703,74.924,63.7,65.683,61.944,72.3,43.6046273215786,81.63
0.657,2.524,31.751,2.79,74.262,64.5,65.26,61.337,72.6,39.891398647448,81.165
0.661,2.618,35.129,2.894,73.929,65.2,65.162,61.196,73.2,36.3576344447461,81.054
0.661,2.731,37.584,3.018,73.833,65.3,65.267,61.326,73.5,34.0137264480943,81.151
0.664,2.832,43.567,3.13,73.004,65.7,63.009,60.213,73.7,34.8380205928108,80.778
0.673,2.937,45.369,3.246,70.473,66.1,58.641,57.199,74.1,34.09497121404,78.76
0.68,3.011,46.479,3.328,68.611,66.3,60.427,54.749,74.3,39.8882426836645,77.609
0.686,3.111,47.091,3.438,67.513,66.5,56.152,54.667,74.5,39.35635514295,75.738
0.689,3.199,44.121,3.536,67.825,66.7,55.092,54.841,74.8,34.7254396197173,76.354
0.692,3.315,41.777,3.664,67.462,67.0,54.968,54.029,75.1,32.2522482823453,76.518
0.695,3.416,39.144,3.775,65.934,67.2,53.916,51.145,75.4,30.5610621916924,76.216
0.698,3.514,38.73,3.884,66.99,67.4,55.894,52.176,75.6,28.6969295627518,76.996
0.699,4.078,38.365,4.488,67.177,67.6,52.984,51.882,75.8,29.6482768799075,77.567
0.691,4.366,36.048,4.986,67.752,67.8,55.296,53.173,76.0,28.9625199859928,77.203
0.696,3.949,34.697,4.309,68.064,67.9,55.336,52.646,76.1,29.2773264943324,78.241
0.414,2.493,106.594,2.499,68.354,53.124,61.102,62.875,55.783,91.2381795731078,68.357
0.42,2.706,107.339,2.7,68.192,53.55,60.886,62.658,56.349,91.2704931581397,68.279
0.426,2.729,110.586,2.721,68.006,53.997,60.628,62.409,56.864,91.295258384685,68.188
0.434,2.632,108.949,2.63,67.692,54.307,60.18,61.991,57.179,91.3155302415343,68.03
0.437,2.6,107.335,2.6,67.429,54.901,59.8,61.651,57.857,91.3287751607534,67.894
0.449,2.452,105.201,2.455,67.164,55.374,59.41,61.314,58.397,91.315930612882,67.753
0.455,2.357,102.839,2.359,66.919,55.682,59.002,60.979,58.901,91.2876511745163,67.607
0.462,2.298,100.972,2.297,66.842,56.025,58.816,60.835,59.317,91.2137114028963,67.542
0.469,2.16,101.944,2.16,66.585,56.41,58.353,60.472,59.342,91.1504630064323,67.372
0.473,2.051,100.814,2.051,66.399,56.839,58.012,60.208,59.941,91.0577435971786,67.243
0.48,1.885,98.236,1.889,66.211,57.427,57.674,59.95,60.755,90.9504504552197,67.111
0.489,1.778,93.236,1.782,66.008,57.833,57.322,59.685,61.293,90.8193078516787,66.969
0.498,1.64,90.418,1.645,65.792,58.14,56.96,59.418,62.013,90.6691560275561,66.819
0.506,1.497,91.629,1.504,65.559,58.302,56.581,59.144,62.399,90.522124701782,66.657
0.516,1.345,89.72,1.355,65.273,58.94,56.133,58.839,63.149,90.33609328541,66.464
0.517,1.204,90.592,1.193,64.909,59.405,55.541,58.473,63.717,90.0938836320626,66.214
0.531,1.082,92.487,1.05,64.609,60.013,55.024,58.176,64.286,89.9159694972977,65.995
0.539,0.968,91.877,0.914,64.316,60.715,54.474,57.885,64.593,89.7187494346041,65.765
0.549,0.871,91.405,0.793,64.054,61.232,53.937,57.623,65.438,89.4953378901099,65.543
0.557,0.757,89.213,0.657,63.761,61.917,53.296,57.333,66.156,89.1508623904773,65.276
0.569,1.162,87.866,0.942,63.501,62.969,52.685,57.08,66.591,88.8047246554726,65.021
0.578,1.562,85.731,1.222,63.253,63.451,52.068,56.843,67.368,88.438066686227,64.759
0.587,1.978,84.443,1.514,63.014,63.877,51.451,56.623,67.663,88.1566414939945,64.49
0.597,2.398,81.074,1.809,62.803,64.346,50.874,56.433,68.507,87.8512160042161,64.234
0.604,2.831,80.232,2.113,62.578,64.739,50.341,56.27,68.724,87.4992167429037,63.99
0.61,3.281,79.141,2.428,62.345,65.122,49.84,56.131,69.346,87.0538962312496,63.756
0.612,3.731,78.08,2.743,62.143,65.512,49.351,56.007,69.468,86.5490787274899,63.525
0.613,3.776,77.021,2.774,61.985,65.793,48.917,55.908,69.572,86.0636298909524,63.317
0.617,3.842,76.164,2.82,61.87,66.155,48.548,55.833,70.234,85.56223720126,63.141
0.616,4.515,74.572,3.117,61.312,66.519,47.985,55.303,70.594,85.5996015134138,62.542
0.615,4.785,73.175,3.434,61.11,66.154,47.434,55.404,70.078,85.3378424385484,62.032
0.73,2.719,52.515,2.679,68.102,63.73,52.617,50.412,74.6,8.10237089416379,68.181
0.707,6.647,49.932,6.548,69.594,62.64,57.104,51.397,74.44,8.89564522731412,69.714
0.691,16.82,44.225,16.568,70.268,60.43,58.069,51.781,73.33,9.82863137084817,70.212
0.687,18.834,35.246,18.553,70.313,59.04,57.714,51.662,72.62,10.4846959012321,70.063
0.696,19.135,30.045,18.852,70.486,60.04,57.677,51.671,73.06,10.4413572813811,70.075
0.711,20.846,25.498,20.54,70.565,63.04,57.327,51.553,74.8,10.8188141162525,69.923
0.725,15.007,21.464,14.787,70.326,63.92,51.969,52.396,75.05,16.5237088492903,68.71
0.736,15.36,18.737,13.48,70.009,63.5,50.326,51.668,74.8,14.1260831441607,68.27
0.75,14.183,18.654,13.363,68.461,64.46,49.738,49.944,75.29,12.8864633601994,67.406
0.761,14.993,20.104,13.373,67.318,64.9,44.948,49.054,76.0,11.1124773226855,65.015
0.772,15.126,19.201,12.467,68.067,65.2,43.401,50.226,76.6,10.7900749185463,64.477
0.784,14.86,18.62,12.76,69.842,65.4,41.657,51.384,76.8,9.47277978488836,66.152
0.795,12.099,19.584,12.019,69.347,65.9,45.108,50.837,76.9,9.22517476671647,64.854
0.805,11.172,19.111,12.272,69.347,67.1,43.01,50.74,77.2,10.2621099629731,65.637
0.815,10.089,19.797,9.969,69.815,65.6,43.826,50.685,77.4,7.41536718645875,65.614
0.821,7.309,21.881,6.739,71.701,65.5,47.476,52.237,76.5,7.51975905274658,67.589
0.825,6.508,22.715,5.568,73.247,65.8,49.162,53.135,76.5,6.9119112161442,69.07
0.832,8.383,23.296,7.082,74.834,67.2,48.949,55.024,77.9,5.59744379568755,69.62
0.831,20.9,20.555,14.14,74.209,68.3,46.391,54.539,78.1,6.85950518133619,67.041
0.827,22.743,18.227,16.295,73.483,68.8,42.176,53.907,78.4,6.75841216554208,65.024
0.833,18.633,18.932,13.795,73.325,68.6,41.093,53.045,78.8,6.6825966635918,65.279
0.837,16.16,19.581,13.95,74.916,68.9,43.93,54.319,78.9,6.44234054512791,66.404
0.846,12.602,19.033,11.142,74.576,69.3,42.496,54.018,78.9,6.42879843965641,66.093
0.85,11.849,18.532,9.839,74.927,69.1,45.256,53.409,79.4,6.43523760319222,66.474
0.853,11.085,17.328,8.636,76.134,69.7,45.198,54.107,79.5,6.91178989685223,67.384
0.858,10.891,15.212,8.393,76.734,69.8,43.201,54.972,79.6,7.40269651488171,67.088
0.863,9.756,14.152,7.677,77.405,69.8,42.717,55.147,79.7,7.20557644827594,67.769
0.868,8.401,12.499,6.413,78.255,70.1,40.457,55.775,79.7,7.03420227759131,68.338
0.873,7.191,12.363,5.423,78.021,70.9,39.469,55.659,80.1,7.06813011682753,67.994
0.873,9.124,11.199,7.065,78.954,70.6,37.84,56.0,80.0,7.35773998017526,68.533
0.865,8.461,11.216,6.533,76.568,68.6,35.233,54.291,78.2,7.53620148818209,67.284
0.71,7.772,21.718,9.73,46.251,74.223,42.58,20.554,78.128,14.887395933308,68.027
0.711,8.224,21.092,9.967,46.117,73.145,42.449,20.789,78.915,15.4285520532153,67.331
0.724,8.6,20.635,10.14,45.982,74.719,42.318,21.027,79.242,15.9713038387356,66.637
0.733,6.787,20.667,10.275,46.497,75.489,42.911,21.627,79.439,15.1801943141761,66.904
0.741,4.986,20.755,10.329,47.017,75.826,43.5,22.237,79.701,14.5212820498983,67.163
0.749,5.414,21.467,10.669,47.546,76.136,44.085,22.857,79.916,13.9996259215578,67.414
0.755,5.936,21.751,11.135,48.084,76.407,44.667,23.486,80.134,13.4395670475045,67.659
0.757,6.47,21.922,11.603,48.634,76.666,45.245,24.126,80.32,12.960573920329,67.897
0.756,6.966,21.938,12.013,49.2,76.782,45.822,24.776,80.479,12.5176520404383,68.13
0.755,7.375,22.059,12.311,49.781,76.971,46.397,25.436,80.704,12.3426271594973,68.358
0.756,7.846,21.994,12.68,50.486,77.234,47.026,26.147,80.951,12.2599971709076,68.69
0.76,8.322,21.926,13.05,51.32,77.492,47.697,26.913,81.264,12.218432357483,69.129
0.765,8.793,21.759,13.412,52.157,77.599,48.324,27.694,81.475,12.1156024943307,69.566
0.764,9.278,21.299,13.787,52.982,77.784,48.918,28.489,81.455,12.1215727857004,70.001
0.76,9.918,20.896,14.321,53.787,77.251,49.504,29.298,81.043,11.8106328598488,70.435
0.742,11.962,20.489,16.138,48.847,75.637,43.481,26.418,79.895,12.3405470917764,63.973
0.725,11.375,20.306,15.766,50.278,72.847,44.367,27.595,77.251,12.225532964345,65.241
0.478,13.597,85.284,17.282,75.325,55.33,78.792,66.696,63.438,37.9593931295547,82.353
0.476,13.529,83.229,17.199,75.193,54.611,77.875,66.767,62.923,37.7909383362287,81.952
0.472,13.674,81.419,17.375,75.03,54.094,76.849,66.846,62.3,37.6073270291366,81.518
0.477,13.73,80.669,17.442,74.866,54.106,75.739,66.933,62.331,37.4815367680956,81.043
0.473,13.947,79.328,17.704,74.676,52.944,74.513,67.029,60.879,37.3195107214639,80.53
0.469,13.82,80.871,17.55,74.557,51.652,73.664,67.101,59.157,37.0806098901763,80.166
0.465,13.954,81.601,17.711,74.422,50.273,72.742,67.176,57.218,37.0188703939462,79.781
0.464,14.058,79.552,17.836,74.271,48.707,71.75,67.254,55.12,36.7381347533119,79.374
0.456,14.377,77.535,18.221,74.108,47.422,70.693,67.336,52.92,36.3552344388029,78.943
0.456,14.373,78.348,18.217,73.635,46.07,69.537,66.656,50.916,35.9041377866679,78.612
0.452,14.253,79.781,18.072,73.155,44.774,68.355,65.968,49.02,35.4711146184287,78.275
0.449,14.247,79.977,18.065,72.667,43.545,67.146,65.271,47.743,35.0994017446917,77.933
0.45,14.213,83.677,18.025,72.17,42.525,65.914,64.567,46.633,34.9857684309879,77.586
0.448,14.343,81.668,18.182,71.664,41.609,64.66,63.856,45.93,34.7826735879977,77.235
0.447,14.18,84.644,17.986,71.148,41.157,63.395,63.139,45.428,34.573196794837,76.88
0.444,14.211,86.041,18.024,70.618,40.689,62.124,62.418,45.302,34.2037401097034,76.524
0.45,14.067,89.846,17.85,70.079,40.811,60.823,61.68,45.619,33.9867173310536,76.15
0.453,13.953,89.497,17.713,69.533,41.247,59.505,60.933,46.075,33.6822532463573,75.768
0.457,14.307,86.622,18.141,68.983,42.069,58.183,60.186,46.107,33.9376502339192,75.387
0.47,14.252,84.065,18.076,68.433,43.214,56.84,59.429,48.176,33.738142524085,74.996
0.478,14.324,84.642,18.162,67.883,44.301,55.483,58.665,49.261,33.2428613920286,74.598
0.489,13.864,88.278,17.608,67.335,45.36,54.114,57.894,50.486,33.1362627388388,74.193
0.494,14.089,90.941,17.88,66.793,46.428,52.739,57.119,51.753,32.9234238571664,73.782
0.5,14.272,90.337,18.101,66.716,47.419,52.039,57.188,52.807,32.2335556266456,73.466
0.508,14.478,90.797,18.349,66.621,48.48,51.239,57.275,53.86,31.6956038772312,73.102
0.518,14.363,93.332,18.21,66.581,49.564,50.895,57.313,55.096,31.5999520613614,72.935
0.522,14.681,93.831,18.593,66.494,50.351,50.356,57.368,55.9,31.2501482201722,72.71
0.525,14.888,92.029,18.841,66.413,50.992,49.79,57.43,56.591,30.5139981862329,72.466
0.528,15.072,91.187,19.063,66.345,51.406,49.263,57.49,57.053,30.1267620268071,72.237
0.53,16.658,89.727,20.629,65.728,51.962,48.793,56.943,57.537,30.2558368919081,71.549
0.522,16.602,89.568,20.665,65.653,50.374,48.186,57.168,55.927,30.2379946000501,71.197
0.392,1.931,148.866,2.014,78.104,47.828,62.151,71.836,52.125,91.7351262279425,82.992
0.434,1.889,144.876,1.976,78.133,49.516,61.688,71.88,53.214,91.8199443147176,82.793
0.44,1.986,143.276,2.064,78.184,50.978,61.948,71.859,54.534,91.3945095064855,82.885
0.446,2.106,141.184,2.173,78.226,52.083,62.055,71.85,55.495,90.9600041438351,82.921
0.422,2.438,143.277,2.462,78.077,50.619,61.756,71.854,55.527,89.6552263530266,82.905
0.435,2.443,142.53,2.467,78.094,54.332,61.69,71.859,57.686,89.5581732146868,82.887
0.439,2.433,144.336,2.458,78.138,55.267,61.777,71.85,58.544,89.4344106463879,82.914
0.443,2.258,146.705,2.307,78.2,56.158,61.979,71.834,59.063,89.3246736070171,82.977
0.448,2.207,149.277,2.262,78.26,56.857,62.157,71.819,59.692,89.3134947223405,83.029
0.453,2.195,148.382,2.251,78.304,57.386,62.297,71.805,60.137,89.235212366383,83.072
0.456,2.217,148.219,2.271,78.324,57.811,62.317,71.8,60.551,89.1425005294599,83.077
0.46,2.246,146.546,2.296,78.321,58.193,62.146,71.809,60.644,89.1113413370711,83.015
0.464,2.259,144.7,2.16,78.319,58.368,62.025,71.813,60.842,89.3959794024379,82.96
0.469,2.26,142.457,2.015,78.301,58.651,61.781,71.827,61.148,89.7156786188668,82.863
0.474,2.262,142.455,1.874,78.276,58.736,61.403,71.855,61.124,90.1269549298517,82.722
0.472,2.345,141.714,1.789,78.191,58.002,60.856,71.892,60.213,90.1919108962945,82.537
0.472,3.017,140.428,2.05,78.087,57.898,60.206,71.937,60.373,90.1115152610058,82.318
0.478,3.757,137.119,2.339,77.982,59.255,59.569,71.981,61.554,90.163665969405,82.106
0.481,3.738,133.981,2.329,77.886,59.391,58.88,72.032,61.694,90.0561193692945,81.867
0.484,3.726,131.507,2.323,77.776,59.525,58.12,72.09,62.164,89.8861608286089,81.605
0.485,3.743,128.605,2.332,77.644,59.892,57.297,72.152,62.298,89.472616496346,81.328
0.483,5.188,126.41,2.965,76.876,59.528,56.252,71.463,62.355,89.5729236487721,80.551
0.484,4.863,123.38,2.983,77.234,59.411,56.38,72.04,62.072,89.4863842273242,80.739
0.733,16.235,12.396,25.659,48.605,67.715,27.471,28.551,72.306,8.64241135036423,61.302
0.735,16.362,11.257,25.814,48.743,68.288,27.361,28.876,72.492,8.5877059404198,61.301
0.735,16.453,10.167,25.922,48.893,68.524,27.224,29.227,72.623,8.56264098275228,61.297
0.738,16.63,9.675,26.14,49.041,68.705,27.068,29.578,73.06,8.56437107519961,61.291
0.74,16.749,9.609,26.284,49.186,69.25,26.9,29.919,73.222,8.51610071133784,61.283
0.743,16.605,10.051,26.091,49.328,69.487,26.76,30.248,73.369,8.51429786396799,61.272
0.745,16.654,10.578,26.145,49.46,69.342,26.607,30.554,73.219,8.45855269571999,61.26
0.745,16.405,11.027,25.818,49.585,69.189,26.443,30.848,73.33,8.62072483581446,61.247
0.746,16.397,11.601,25.8,49.713,69.287,26.268,31.149,73.162,8.48874507991203,61.231
0.746,16.258,12.221,25.61,49.838,68.816,26.103,31.502,72.944,8.2631949031557,61.285
0.748,16.215,8.01,25.538,49.958,68.912,25.977,31.894,73.239,8.23448261972852,61.399
